"altersklasse_covid19","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"20 - 29","all","GE",202024,209,1,208,733,0.5,-1.3,1.2,0.087,8.7,65068,321.2,1126.51,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-13,-19.98,-5.9,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","GL",202024,6,0,6,27,0,0,0,0.085,8.5,4836,124.07,558.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-3,-62.03,-33.3,-4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","GR",202024,55,0,55,144,0,0,0,0.103,10.3,22953,239.62,627.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",21,91.49,61.8,1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","JU",202024,18,1,17,86,5.6,5.6,2.3,0.068,6.8,9124,197.28,942.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-11,-120.56,-37.9,-3.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","LU",202024,166,2,164,386,1.2,1.2,0.5,0.146,14.6,54054,307.1,714.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",74,136.9,80.4,2.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","NE",202024,76,0,76,209,0,-3.9,1,0.071,7.1,22089,344.06,946.17,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",25,113.18,49,-0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","NW",202024,19,0,19,36,0,0,2.8,0.184,18.4,4884,389.03,737.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",9,184.28,90,6.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","OW",202024,14,0,14,28,0,0,0,0.139,13.9,4413,317.24,634.49,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",6,135.96,75,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","SG",202024,204,1,203,503,0.5,0.5,0.2,0.156,15.6,66380,307.32,757.76,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",55,82.85,36.9,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","SH",202024,30,0,30,91,0,0,0,0.108,10.8,9517,315.23,956.18,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,21.02,7.1,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","SO",202024,93,1,92,308,1.1,1.1,1.3,0.114,11.4,32516,286.01,947.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-9,-27.68,-8.8,-4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","SZ",202024,57,0,57,121,0,0,0,0.115,11.5,18585,306.7,651.06,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",26,139.9,83.9,3.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","TG",202024,91,0,91,227,0,0,0,0.129,12.9,33911,268.35,669.4,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",29,85.52,46.8,-0.200000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","TI",202024,101,5,96,309,5,3.9,2.3,0.108,10.8,37195,271.54,830.76,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",7,18.82,7.4,1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","UR",202024,10,0,10,27,0,0,0,0.169,16.9,4458,224.32,605.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",3,67.3,42.9,-3.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","VD",202024,477,2,475,1338,0.4,-0.7,0.8,0.081,8.1,105425,452.45,1269.15,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",35,33.19,7.9,-1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","VS",202024,109,3,106,286,2.8,1.4,2.4,0.11,11,42868,254.27,667.16,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",39,90.98,55.7,1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","ZG",202024,64,2,62,109,3.1,3.1,1.8,0.127,12.7,13426,476.69,811.86,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",51,379.86,392.3,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","all","ZH",202024,815,6,809,1909,0.7,0.3,0.6,0.108,10.8,187257,435.23,1019.45,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",274,146.32,50.6,-0.0999999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","AG",202024,373,2,371,877,0.5,-0.3,0.8,0.16,16,97368,383.08,900.71,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",109,111.94,41.3,0.0999999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","AI",202024,2,0,2,8,0,0,0,0.087,8.7,2008,99.6,398.41,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-3,-149.4,-60,-10.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","AR",202024,20,0,20,52,0,0,0,0.163,16.3,7132,280.43,729.11,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",5,70.11,33.3,0.199999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","BE",202024,657,7,650,1441,1.1,1.1,0.7,0.169,16.9,141448,464.48,1018.75,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",254,179.57,63,-0.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","BL",202024,215,0,215,460,0,0,0,0.122,12.2,35374,607.79,1300.39,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",94,265.73,77.7,1.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","BS",202024,211,1,210,518,0.5,-0.2,0.4,0.163,16.3,33539,629.12,1544.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",64,190.82,43.5,1.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","FL",202024,47,0,47,154,0,0,0,0.155,15.5,4967,946.25,3100.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-5,-100.66,-9.6,1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","FR",202024,196,1,195,427,0.5,0.5,0.2,0.179,17.9,44690,438.58,955.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",75,167.83,62,3.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","GE",202024,352,2,350,984,0.6,0.2,0.7,0.146,14.6,76120,462.43,1292.7,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",103,135.31,41.4,2.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","GL",202024,8,0,8,28,0,0,0,0.113,11.3,5559,143.91,503.69,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-2,-35.98,-20,-3.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","GR",202024,71,0,71,185,0,0,0,0.133,13.3,25696,276.31,719.96,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",19,73.94,36.5,-0.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","JU",202024,29,0,29,100,0,0,0,0.109,10.9,8640,335.65,1157.41,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",3,34.72,11.5,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","LU",202024,205,0,205,472,0,0,0.2,0.18,18,59014,347.38,799.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",71,120.32,53,0.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","NE",202024,89,1,88,256,1.1,-0.2,0.8,0.083,8.3,22946,387.87,1115.66,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",12,52.3,15.6,-3.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","NW",202024,19,0,19,46,0,0,0,0.184,18.4,5460,347.99,842.49,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",7,128.21,58.3,4.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","OW",202024,18,0,18,27,0,0,0,0.178,17.8,4908,366.75,550.12,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",13,264.88,260,10.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","SG",202024,221,1,220,458,0.5,0.5,0.2,0.169,16.9,71092,310.86,644.24,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",101,142.06,84.2,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","SH",202024,43,2,41,99,4.7,4.7,2,0.155,15.5,10984,391.48,901.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",7,63.73,19.4,0.200000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","SO",202024,125,0,125,303,0,-1,0.3,0.154,15.4,37255,335.53,813.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",29,77.85,30.2,0.900000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","SZ",202024,79,1,78,172,1.3,1.3,0.6,0.159,15.9,21530,366.93,798.89,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",27,125.41,51.9,3.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","TG",202024,98,0,98,239,0,0,0,0.139,13.9,39138,250.4,610.66,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",26,66.44,36.1,-1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","TI",202024,126,0,126,376,0,0,1.1,0.135,13.5,39922,315.62,941.84,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",13,32.57,11.5,1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","UR",202024,8,0,8,16,0,0,0,0.136,13.6,4490,178.17,356.35,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",3,66.81,60,-0.699999999999998,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","VD",202024,719,5,714,1849,0.7,0,0.6,0.123,12.3,116644,616.41,1585.17,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",116,99.45,19.2,-0.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","VS",202024,120,2,118,299,1.7,-0.5,1.3,0.121,12.1,45872,261.6,651.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",31,67.58,34.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","ZG",202024,92,2,90,169,2.2,2.2,1.2,0.183,18.3,18383,500.46,919.33,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",52,282.87,130,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","all","ZH",202024,1358,4,1354,3135,0.3,-0.5,0.5,0.18,18,253964,534.72,1234.43,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",484,190.58,55.4,0.400000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","AG",202024,332,1,331,789,0.3,0.3,0.9,0.143,14.3,94902,349.83,831.38,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",99,104.31,42.5,0.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","AI",202024,4,0,4,9,0,0,0,0.174,17.4,2002,199.8,449.55,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",3,149.85,300,13.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","AR",202024,17,0,17,35,0,0,0,0.138,13.8,7075,240.28,494.7,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",10,141.34,142.9,6.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","BE",202024,480,3,477,1052,0.6,0.6,0.4,0.123,12.3,137708,348.56,763.94,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",183,132.89,61.6,-0.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","BL",202024,173,0,173,410,0,-0.8,0.5,0.098,9.8,39007,443.51,1051.09,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",54,138.44,45.4,-0.799999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","BS",202024,149,0,149,374,0,0,0,0.115,11.5,26859,554.75,1392.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",33,122.86,28.4,0.0999999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","FL",202024,72,0,72,220,0,0,0,0.237,23.7,5499,1309.33,4000.73,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",0,0,0,4.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","FR",202024,128,2,126,315,1.6,-3.7,2.5,0.117,11.7,45232,282.99,696.41,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",34,75.17,36.2,0.200000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","GE",202024,369,0,369,1053,0,-0.4,0.6,0.153,15.3,76190,484.32,1382.07,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",87,114.19,30.9,1.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","GL",202024,6,0,6,20,0,0,0,0.085,8.5,5149,116.53,388.42,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-3,-58.26,-33.3,-4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","GR",202024,62,0,62,152,0,0,0,0.117,11.7,26347,235.32,576.92,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",21,79.7,51.2,0.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","JU",202024,31,0,31,84,0,0,0,0.117,11.7,9160,338.43,917.03,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",7,76.42,29.2,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","LU",202024,156,0,156,397,0,0,0,0.137,13.7,55340,281.89,717.38,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",30,54.21,23.8,-2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","NE",202024,108,1,107,262,0.9,-0.6,1.1,0.101,10.1,24822,435.1,1055.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",40,161.15,58.8,-0.0999999999999979,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","NW",202024,7,0,7,29,0,0,0,0.068,6.8,5612,124.73,516.75,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-5,-89.1,-41.7,-7.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","OW",202024,13,0,13,32,0,0,0,0.129,12.9,5030,258.45,636.18,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",5,99.4,62.5,1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","SG",202024,191,3,188,433,1.6,1.6,0.9,0.146,14.6,66235,288.37,653.73,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",82,123.8,75.2,2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","SH",202024,41,0,41,85,0,0,0,0.147,14.7,10434,392.95,814.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",17,162.93,70.8,4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","SO",202024,102,0,102,255,0,0,0,0.125,12.5,35831,284.67,711.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",35,97.68,52.2,2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","SZ",202024,64,0,64,152,0,0,0,0.129,12.9,22712,281.79,669.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",16,70.45,33.3,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","TG",202024,81,0,81,203,0,-1.4,1,0.115,11.5,36766,220.31,552.14,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",8,21.76,11,-3.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","TI",202024,136,0,136,419,0,0,0.5,0.146,14.6,50723,268.12,826.06,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",15,29.57,12.4,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","UR",202024,4,0,4,9,0,0,0,0.068,6.8,4775,83.77,188.48,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",1,20.94,33.3,-1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","VD",202024,582,6,576,1578,1,0.8,0.6,0.099,9.9,117016,497.37,1348.53,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",51,43.59,9.6,-1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","VS",202024,93,4,89,255,4.3,1.5,3.1,0.094,9.4,45748,203.29,557.4,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",22,48.09,31,-0.300000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","ZG",202024,94,4,90,189,4.3,4.3,2.1,0.187,18.7,19414,484.19,973.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",42,216.34,80.8,-2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","all","ZH",202024,1114,4,1110,2502,0.4,0,0.6,0.147,14.7,228236,488.09,1096.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",401,175.69,56.2,0.300000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","AG",202024,235,4,231,622,1.7,0.0999999999999999,1.6,0.101,10.1,106964,219.7,581.5,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",45,42.07,23.7,-1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","AI",202024,3,0,3,9,0,0,0,0.13,13,2441,122.9,368.7,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,81.93,200,9.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","AR",202024,22,0,22,52,0,0,0,0.179,17.9,8854,248.48,587.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",10,112.95,83.3,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","BE",202024,336,10,326,838,3,2.1,1.8,0.086,8.6,156601,214.56,535.12,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",108,68.97,47.4,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","BL",202024,184,0,184,442,0,0,0,0.104,10.4,45905,400.83,962.86,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",49,106.74,36.3,-1.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","BS",202024,124,0,124,342,0,0,0,0.096,9.6,27696,447.72,1234.84,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,7.22,1.6,-2.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","FL",202024,85,0,85,355,0,0,0,0.28,28,6072,1399.87,5846.51,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-42,-691.7,-33.1,-5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","FR",202024,103,5,98,311,4.9,3.8,1.9,0.094,9.4,48107,214.11,646.48,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",16,33.26,18.4,-1.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","GE",202024,308,1,307,972,0.3,-0.1,1.1,0.128,12.8,71485,430.86,1359.73,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",39,54.56,14.5,-0.199999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","GL",202024,9,0,9,28,0,0,0,0.127,12.7,6217,144.76,450.38,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,32.17,28.6,2.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","GR",202024,48,2,46,150,4.2,-0.6,3.3,0.09,9,31658,151.62,473.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",6,18.95,14.3,-2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","JU",202024,34,1,33,113,2.9,0.1,2.7,0.128,12.8,10899,311.96,1036.79,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-2,-18.35,-5.6,0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","LU",202024,90,0,90,263,0,0,0,0.079,7.9,62117,144.89,423.39,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",23,37.03,34.3,-0.699999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","NE",202024,114,0,114,318,0,-1.1,0.3,0.106,10.6,25447,447.99,1249.66,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",20,78.59,21.3,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","NW",202024,10,0,10,27,0,0,0,0.097,9.7,7265,137.65,371.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",6,82.59,150,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","OW",202024,6,0,6,25,0,0,0,0.059,5.9,6131,97.86,407.76,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-4,-65.25,-40,-8.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","SG",202024,168,2,166,479,1.2,0.5,0.8,0.128,12.8,76499,219.61,626.15,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",21,27.45,14.3,-3.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","SH",202024,26,0,26,84,0,-3.2,1.2,0.094,9.4,12774,203.54,657.59,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-5,-39.14,-16.1,-3.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","SO",202024,77,2,75,241,2.6,2.6,2.1,0.095,9.5,43861,175.55,549.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",5,11.4,6.9,-1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","SZ",202024,53,0,53,163,0,0,0,0.107,10.7,26942,196.72,605,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-3,-11.13,-5.4,-3.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","TG",202024,82,0,82,215,0,0,0.5,0.116,11.6,44638,183.7,481.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",18,40.32,28.1,-1.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","TI",202024,123,1,122,431,0.8,0.8,0.7,0.132,13.2,57478,213.99,749.85,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,3.47,1.7,0.700000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","UR",202024,5,0,5,15,0,0,0,0.085,8.5,5504,90.84,272.53,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",2,36.33,66.7,-0.0999999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","VD",202024,433,5,428,1427,1.2,0.2,1,0.074,7.4,113315,382.12,1259.32,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",-81,-71.48,-15.8,-3.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","VS",202024,122,4,118,310,3.3,1.9,2.6,0.123,12.3,52601,231.93,589.34,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",49,93.15,67.1,2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","ZG",202024,62,1,61,122,1.6,1.6,0.8,0.123,12.3,20806,297.99,586.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",34,163.41,121.4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","all","ZH",202024,783,1,782,1967,0.1,-0.3,0.3,0.104,10.4,220632,354.89,891.53,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-24",223,101.07,39.8,-0.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
