"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","timeframe_phase3","sumTotal_Phase3","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","anteil_pos_phase3","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsumTotal_Phase3","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2021-04-05,12,0,12,4125,FALSE,0,FALSE,0,FALSE,0,TRUE,4125,TRUE,4125,TRUE,1164,198,398,22.43,25.14,0,9.29,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,27.85,52.06,58.35,9573.65,NA,NA,NA,9573.65,9573.65,2701.51,459.54,923.71,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-06,46,10,36,4171,FALSE,0,FALSE,0,FALSE,0,TRUE,4171,TRUE,4171,TRUE,1210,210,414,25.29,24.71,21.7,9.81,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,106.76,58.7,57.35,9680.41,NA,NA,NA,9680.41,9680.41,2808.27,487.39,960.85,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-07,33,4,29,4204,FALSE,0,FALSE,0,FALSE,0,TRUE,4204,TRUE,4204,TRUE,1243,206,411,23.43,23.36,12.1,8.13,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,76.59,54.38,54.22,9757,NA,NA,NA,9757,9757,2884.86,478.1,953.88,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-08,18,2,16,4222,FALSE,0,FALSE,0,FALSE,0,TRUE,4222,TRUE,4222,TRUE,1261,157,401,20,20.29,11.1,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,41.78,46.42,47.09,9798.78,NA,NA,NA,9798.78,9798.78,2926.64,364.38,930.68,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-09,27,1,26,4249,FALSE,0,FALSE,0,FALSE,0,TRUE,4249,TRUE,4249,TRUE,1288,177,405,22,21.14,3.7,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,62.66,51.06,49.06,9861.44,NA,NA,NA,9861.44,9861.44,2989.3,410.8,939.96,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-10,4,0,4,4253,FALSE,0,FALSE,0,FALSE,0,TRUE,4253,TRUE,4253,TRUE,1292,164,382,19.43,21,0,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,9.28,45.09,48.74,9870.73,NA,NA,NA,9870.73,9870.73,2998.58,380.63,886.58,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-11,0,0,0,4253,FALSE,0,FALSE,0,FALSE,0,TRUE,4253,TRUE,4253,TRUE,1292,140,370,17.29,19.57,NA,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,0,40.13,45.42,9870.73,NA,NA,NA,9870.73,9870.73,2998.58,324.92,858.73,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-12,26,2,24,4279,FALSE,0,FALSE,0,FALSE,0,TRUE,4279,TRUE,4279,TRUE,1318,154,352,18.14,20.14,7.7,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,60.34,42.1,46.74,9931.07,NA,NA,NA,9931.07,9931.07,3058.93,357.42,816.95,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-13,28,2,26,4307,FALSE,0,FALSE,0,FALSE,0,TRUE,4307,TRUE,4307,TRUE,1346,136,346,17,17.29,7.1,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,64.98,39.46,40.13,9996.05,NA,NA,NA,9996.05,9996.05,3123.91,315.64,803.03,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-14,18,1,17,4325,FALSE,0,FALSE,0,FALSE,0,TRUE,4325,TRUE,4325,TRUE,1364,121,327,18.57,15.79,5.6,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,41.78,43.1,36.65,10037.83,NA,NA,NA,10037.83,10037.83,3165.69,280.83,758.93,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-15,24,2,22,4349,FALSE,0,FALSE,0,FALSE,0,TRUE,4349,TRUE,4349,TRUE,1388,127,284,19.14,15.29,8.3,9.57,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,55.7,44.42,35.49,10093.53,NA,NA,NA,10093.53,10093.53,3221.39,294.75,659.13,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-16,19,0,19,4368,FALSE,0,FALSE,0,FALSE,0,TRUE,4368,TRUE,4368,TRUE,1407,119,296,18.29,14.43,0,12.04,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,44.1,42.45,33.49,10137.63,NA,NA,NA,10137.63,10137.63,3265.49,276.19,686.98,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-17,15,2,13,4383,FALSE,0,FALSE,0,FALSE,0,TRUE,4383,TRUE,4383,TRUE,1422,130,294,15.14,14.21,13.3,11.03,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,34.81,35.14,32.98,10172.44,NA,NA,NA,10172.44,10172.44,3300.3,301.72,682.34,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-18,4,1,3,4387,FALSE,0,FALSE,0,FALSE,0,TRUE,4387,TRUE,4387,TRUE,1426,134,274,14.29,14.5,25,10.23,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,9.28,33.17,33.65,10181.73,NA,NA,NA,10181.73,10181.73,3309.58,311,635.92,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-19,20,5,15,4407,FALSE,0,FALSE,0,FALSE,0,TRUE,4407,TRUE,4407,TRUE,1446,128,282,12.43,13.93,25,9.04,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,46.42,28.85,32.33,10228.14,NA,NA,NA,10228.14,10228.14,3356,297.07,654.49,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-20,6,0,6,4413,FALSE,0,FALSE,0,FALSE,0,TRUE,4413,TRUE,4413,TRUE,1452,106,242,11.86,12.5,0,10.94,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,13.93,27.53,29.01,10242.07,NA,NA,NA,10242.07,10242.07,3369.93,246.01,561.65,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-21,12,0,12,4425,FALSE,0,FALSE,0,FALSE,0,TRUE,4425,TRUE,4425,TRUE,1464,100,221,9.86,12.29,0,9.04,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,27.85,22.88,28.52,10269.92,NA,NA,NA,10269.92,10269.92,3397.78,232.09,512.92,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-22,11,0,11,4436,FALSE,0,FALSE,0,TRUE,11,TRUE,4436,TRUE,4436,TRUE,1475,87,214,9.86,11.5,0,5.47,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,25.53,22.88,26.69,10295.45,NA,NA,25.53,10295.45,10295.45,3423.31,201.92,496.67,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-23,15,2,13,4451,FALSE,0,FALSE,0,TRUE,26,TRUE,4451,TRUE,4451,TRUE,1490,83,202,9.57,10.86,13.3,5.07,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,34.81,22.21,25.2,10330.26,NA,NA,60.34,10330.26,10330.26,3458.12,192.63,468.82,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-24,1,0,1,4452,FALSE,0,FALSE,0,TRUE,27,TRUE,4452,TRUE,4452,TRUE,1491,69,199,9.86,10.29,0,6.86,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,2.32,22.88,23.88,10332.58,NA,NA,62.66,10332.58,10332.58,3460.44,160.14,461.86,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-25,4,0,4,4456,FALSE,0,FALSE,0,TRUE,31,TRUE,4456,TRUE,4456,TRUE,1495,69,203,10.29,10.07,0,7.81,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,9.28,23.88,23.37,10341.87,NA,NA,71.95,10341.87,10341.87,3469.72,160.14,471.14,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-26,18,4,14,4474,FALSE,0,FALSE,0,TRUE,49,TRUE,4474,TRUE,4474,TRUE,1513,67,195,10.57,10,22.2,7.81,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,41.78,24.53,23.21,10383.64,NA,NA,113.72,10383.64,10383.64,3511.5,155.5,452.57,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-27,8,1,7,4482,FALSE,0,FALSE,0,TRUE,57,TRUE,4482,TRUE,4482,TRUE,1521,69,175,9.86,11.29,12.5,5.91,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,18.57,22.88,26.2,10402.21,NA,NA,132.29,10402.21,10402.21,3530.07,160.14,406.15,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-28,15,1,14,4497,FALSE,0,FALSE,0,TRUE,72,TRUE,4497,TRUE,4497,TRUE,1536,72,172,10.71,11.57,6.7,5.91,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,34.81,24.86,26.85,10437.02,NA,NA,167.1,10437.02,10437.02,3564.88,167.1,399.19,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-29,13,0,13,4510,FALSE,0,FALSE,0,TRUE,85,TRUE,4510,TRUE,4510,TRUE,1549,74,161,10.29,12.07,0,5.91,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,30.17,23.88,28.01,10467.19,NA,NA,197.28,10467.19,10467.19,3595.05,171.75,373.66,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-04-30,10,0,10,4520,FALSE,0,FALSE,0,TRUE,95,TRUE,4520,TRUE,4520,TRUE,1559,69,152,10.43,12.57,0,4.24,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,23.21,24.21,29.17,10490.4,NA,NA,220.48,10490.4,10490.4,3618.26,160.14,352.77,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-01,7,0,7,4527,FALSE,0,FALSE,0,TRUE,102,TRUE,4527,TRUE,4527,TRUE,1566,75,144,12.71,12.71,0,3.06,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,16.25,29.5,29.5,10506.65,NA,NA,236.73,10506.65,10506.65,3634.51,174.07,334.21,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-02,1,0,1,4528,FALSE,0,FALSE,0,TRUE,103,TRUE,4528,TRUE,4528,TRUE,1567,72,141,12.86,12.64,0,3.89,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,2.32,29.85,29.34,10508.97,NA,NA,239.05,10508.97,10508.97,3636.83,167.1,327.24,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-03,19,2,17,4547,FALSE,0,FALSE,0,TRUE,122,TRUE,4547,TRUE,4547,TRUE,1586,73,140,13.57,12.79,10.5,7.06,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,44.1,31.49,29.68,10553.07,NA,NA,283.15,10553.07,10553.07,3680.92,169.42,324.92,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-04,24,1,23,4571,FALSE,0,FALSE,0,TRUE,146,TRUE,4571,TRUE,4571,TRUE,1610,89,158,15.29,13.5,4.2,7.06,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,55.7,35.49,31.33,10608.77,NA,NA,338.85,10608.77,10608.77,3736.63,206.56,366.7,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-05,16,2,14,4587,FALSE,0,FALSE,0,TRUE,162,TRUE,4587,TRUE,4587,TRUE,1626,90,162,14.71,14.5,12.5,11.81,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,37.13,34.14,33.65,10645.9,NA,NA,375.98,10645.9,10645.9,3773.76,208.88,375.98,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-06,18,4,14,4605,FALSE,0,TRUE,18,TRUE,180,TRUE,4605,TRUE,4605,TRUE,1644,95,169,15,14,22.2,11.81,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,41.78,34.81,32.49,10687.68,NA,41.78,417.76,10687.68,10687.68,3815.54,220.48,392.23,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-07,22,0,22,4627,FALSE,0,TRUE,40,TRUE,202,TRUE,4627,TRUE,4627,TRUE,1666,107,176,15.14,14.5,0,13.89,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,51.06,35.14,33.65,10738.74,NA,92.84,468.82,10738.74,10738.74,3866.6,248.33,408.48,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-08,3,1,2,4630,FALSE,0,TRUE,43,TRUE,205,TRUE,4630,TRUE,4630,TRUE,1669,103,178,14.29,14.21,33.3,13.29,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,6.96,33.17,32.98,10745.7,NA,99.8,475.78,10745.7,10745.7,3873.56,239.05,413.12,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-09,3,0,3,4633,FALSE,0,TRUE,46,TRUE,208,TRUE,4633,TRUE,4633,TRUE,1672,105,177,16.14,14.43,0,12.97,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,6.96,37.46,33.49,10752.66,NA,106.76,482.74,10752.66,10752.66,3880.52,243.69,410.8,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-10,20,5,15,4653,FALSE,0,TRUE,66,TRUE,228,TRUE,4653,TRUE,4653,TRUE,1692,106,179,14.43,14.86,25,9.8,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,46.42,33.49,34.49,10799.08,NA,153.18,529.16,10799.08,10799.08,3926.94,246.01,415.44,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-11,18,0,18,4671,FALSE,0,TRUE,84,TRUE,246,TRUE,4671,TRUE,4671,TRUE,1710,100,189,13.71,13.93,0,10.64,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,41.78,31.82,32.33,10840.86,NA,194.95,570.94,10840.86,10840.86,3968.71,232.09,438.65,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-12,29,3,26,4700,FALSE,0,TRUE,113,TRUE,275,TRUE,4700,TRUE,4700,TRUE,1739,113,203,13.71,13.43,10.3,5.89,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,67.31,31.82,31.17,10908.16,NA,262.26,638.24,10908.16,10908.16,4036.02,262.26,471.14,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-13,6,0,6,4706,TRUE,6,TRUE,119,TRUE,281,TRUE,4706,TRUE,4706,TRUE,1745,101,196,13.86,NA,0,9.46,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,13.93,32.17,NA,10922.09,13.93,276.19,652.17,10922.09,10922.09,4049.95,234.41,454.89,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-14,17,1,16,4723,TRUE,23,TRUE,136,TRUE,298,TRUE,4723,TRUE,4723,TRUE,1762,96,203,14.57,NA,5.9,6.46,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,39.46,33.82,NA,10961.54,53.38,315.64,691.62,10961.54,10961.54,4089.4,222.81,471.14,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-15,3,0,3,4726,TRUE,26,TRUE,139,TRUE,301,TRUE,4726,TRUE,4726,TRUE,1765,96,199,NA,NA,0,6.46,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,6.96,NA,NA,10968.51,60.34,322.6,698.59,10968.51,10968.51,4096.36,222.81,461.86,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-16,4,1,3,4730,TRUE,30,TRUE,143,TRUE,305,TRUE,4730,TRUE,4730,TRUE,1769,97,202,NA,NA,25,4.99,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,9.28,NA,NA,10977.79,69.63,331.89,707.87,10977.79,10977.79,4105.65,225.13,468.82,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-17,25,1,24,4755,TRUE,55,TRUE,168,TRUE,330,TRUE,4755,TRUE,4755,TRUE,1794,102,208,NA,NA,4,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,58.02,NA,NA,11035.81,127.65,389.91,765.89,11035.81,11035.81,4163.67,236.73,482.74,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-18,11,0,11,4766,TRUE,66,TRUE,179,TRUE,341,TRUE,4766,TRUE,4766,TRUE,1805,95,195,NA,NA,0,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,25.53,NA,NA,11061.34,153.18,415.44,791.42,11061.34,11061.34,4189.2,220.48,452.57,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2021-05-19,9,0,9,4775,TRUE,75,TRUE,188,TRUE,350,TRUE,4775,TRUE,4775,TRUE,1814,75,188,NA,NA,0,NA,TRUE,8.6,8.5,8.3,8.6,8.6,7.3,43087,20.89,NA,NA,11082.23,174.07,436.33,812.31,11082.23,11082.23,4210.09,174.07,436.33,1,11,"COVID19Tests","2021-05-20_07-49-25","day","Antigen_Schnelltest","NW"
2020-01-24,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-30,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-01-31,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
2020-02-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.2,7.9,9.6,11.3,13.2,8.4,43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,198,"COVID19Tests","2021-05-20_07-49-25","day","PCR","NW"
